lyrics,pos,neg,compound,sentiment
think think comes back flashes know like kaleidoscope memories comes back never think part knew second saw would happen really anything said anything feeling came along crazy thing know ever gon na feel way know knew world moved fast burned bright thought devil pulling toward someone looks much like angel smiles maybe knew saw guess lost balance think worst part losing losing,0.153,0.225,-0.7845,neg
remember bare feet hallway remember little laugh race cars kitchen floor plastic dinosaurs love moon back remember blue eyes looking mine like secret club remember dancing bed time jumping waking still feel hold hand little man even moment knew fought hard like army guy remember leaned whispered come baby going fly away best four years remember drive home blind hope turned crying screaming flowers pile worst way one knows say beautiful boy died halloween could anything wanted still remember last day kissed face whispered ear come baby going fly away curtain room hospital grey disappear come baby going fly away best four years standing closet trying talk kept hand downs grow really thought miracle would see us miracle even getting one moment come baby going fly away come baby going fly away best four years remember bare feet hallway love moon,0.282,0.112,0.988,pos
mmm mm mm mm mmm mm mm mm mmm mm mm mm yeah hey stephen know looks deceiving know saw light walked talking say half things wanted girls tossing rocks window one waiting even cold hey stephen boy might believing always alone help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help hey stephen holding back feeling got things say seen thought never seen nobody shine way way walk way talk way say name beautiful wonderful ever change hey stephen people always leaving think stay help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help dimming street lights perfect tonight waiting alone come come pull near shine shine shine hey stephen could give fifty reasons one choose girls well beautiful would write song ha ha help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help help help,0.395,0.026,0.9977,pos
five years old getting cold got big coat hear laugh look smiling run run past pumpkin patch tractor rides look sky gold hug legs fall asleep way home know trees change fall know scared anything know snow white house near far away know best day today thirteen know friends could mean come home crying hold tight grab keys drive drive found town far enough away talk window shop til forgotten names know going talk school know laughing car ride home know long going take feel okay know best day today excellent father strength making stronger god smiles little brother inside better grew pretty house space run best days video found back three set paint set kitchen talking age princesses pirate ships seven dwarfs daddy smart prettiest lady whole wide world know trees change fall know side even wrong love giving eyes staying back watching shine know knew taking chance say best day,0.339,0.053,0.9956,pos
strange think songs used sing smiles flowers everything gone yesterday found even lookin feels wrong say take back given one chance moment weakness said yes said gone home thought twice fore let go known word bout get back get back back mind asking begging forgiveness feet said baby might still see cryin baby know right things say honestly expect believe could ever say past past need one chance moment weakness said yes said gone home thought twice fore let go known word bout get back get back back mind asking begging forgiveness feet said baby might still oh oh resist go tell worth worth said gone home thought twice fore let go known word bout get back get back back mind asking begging forgiveness feet said baby might still,0.171,0.07,0.9022,pos
look got girl home everybody knows everybody knows ah ah look got girl home everybody knows even know feel responsibility upstanding right kinda like code yeah getting closer closer crossing many lines would fine proposition stupid girl honey one exception previously learned look got girl home everybody knows everybody knows ah ah look got girl home everybody knows everybody knows see turn phone got alone say look got girl home everybody knows everybody knows want make sure understand perfectly kind man makes sad waits chase newest thing take granted would fine proposition stupid girl yeah might go like look got girl home everybody knows everybody knows ah ah look got girl home everybody knows everybody knows see turn phone got alone say look got girl home everybody knows everybody knows oh oh oh oh oh oh oh oh oh oh oh oh call cab lose number lose girl call cab lose number let us consider lesson learned look got girl home everybody knows everybody knows ah ah look got girl home everybody knows everybody knows want see pick phone tell coming home look got girl home everybody knows everybody knows look got girl home everybody knows everybody knows would fine proposition like,0.142,0.094,0.6116,pos
time wasting hoping would come around giving chances every time let taken long baby figured thinking fine time around call anymore pick phone last straw wan na hurt anymore tell sorry believe baby like sorry looking innocent might believe know could loved life left waiting cold got share secrets tired last know oh asking listen worked time call anymore pick phone last straw wan na hurt anymore tell sorry believe baby like sorry sorry crawling honey never would gone away used shine bright watched fade call anymore pick phone last straw nothing left beg tell sorry believe baby like sorry sorry woah oh oh oh oh oh oh oh oh oh,0.2,0.165,0.836,pos
untouchable like distant diamond sky reaching tell caught caught untouchable burning brighter sun close feel like coming undone middle night dream like million little stars spelling name got come come say together come come little taste heaven half full wait day know saying anyway untouchable burning brighter sun close feel like coming undone middle night dream like million little stars spelling name got come come say together come come oh middle night waking dream want feel side standing next got come come say together come come little taste heaven caught oh oh oh oh oh untouchable burning brighter sun close feel like coming undone middle night dream like million little stars spelling name got come come say together come come oh middle night dream like million little stars spelling name got come come say together come come come middle night waking dream want feel side standing next got come come say together come come little taste heaven middle night dream like million little stars spelling name got come come come come come come oh oh oh like million little stars spelling name spelling name,0.285,0.0,0.9942,pos
last night heard heart beating sounded like footsteps stairs six months gone still reaching even though know playing back thousand memories baby thinkin bout everything maybe going back much lately time stood still come back come back come back like would would movie stand rain outside till came come back come back come back like could could said sorry know could work somehow movie know people change things happen remember back wrapped arms friends laughing nothing like ever happened pacing hall chasing street flashback night said nothing gon na change knew much lose come back come back come back like would would movie stand rain outside till came come back come back come back like could could said sorry know could work somehow movie somewhere moving waiting every day since gone want back way want see back front door say come back come back come back like would said easy fight locked take back come back come back come back like would would movie stand rain outside till came come back come back come back like could could said sorry know could work somehow movie kind ending want see baby ending oh thought thought,0.19,0.054,0.9786,pos
first shot fired everybody gathered around looking like tried take happened sound waiting next move showdown know hit wanted go standing ring make first swing fighting dirty somebody come say break used side looking like going battle taking shots like somebody gon na give medal never wan na hurt tired taking blows rather side wan na fight baby let us go oh oh let us go oh oh gloves want could keep promise one tore us apart let remind minute fine standing sidelines oh oh tell breaking heart standing ring make first swing fighting dirty going till break used side looking like going battle taking shots like somebody gon na give medal never wan na hurt tired taking blows rather side wan na fight let us go oh oh let us go oh oh standing ring breaking everything building long wan na break thought looking like war looks like going war used side looking like going battle trying break crying one gon na give medal never wan na hurt tired taking blows rather side rather side wan na fight baby let us go oh oh looks like going war oh oh first shot fired everybody gathered around looking like tried take wan na fight baby let us,0.174,0.217,-0.94,neg
way coming easily take take best start fight cause need feel something want wanted oh shame rainy ending given perfect day walk away use defending words never say sitting thinking never anywhere cold put walls paint shade gray stood loving wished away come away great little story mess dreamer nerve adore oh shame rainy ending given perfect day walk away use defending words never say sitting thinking never anywhere cold never give damn thing honey cried cried know would told nobody died died died oh shame rainy ending given perfect day every smile fake condescending counting scars made sitting thinking never anywhere cold,0.235,0.247,0.3041,pos
heat fight walked away ignoring words saying trying make stay said time enough called hundred times picking mad might tell look little closer said leave really want stand outside window throwing pebbles screaming love wait pouring rain come back leave know need side door stupid pride sitting alone going photographs staring phone keep going back things said remember slamming door things misread babe know everything tell could see left wanted chase yeah said leave really want stand outside window throwing pebbles screaming love wait pouring rain come back leave know need side door scream window even look need say nothing say make right mean mean mean said leave baby want stand outside window throwing pebbles screaming love wait pouring rain come back leave know need side door face beautiful eyes conversation little white lies faded picture beautiful night carried car stairs broke crying worth mess everything little black dress everything must confess need,0.193,0.189,-0.5204,neg
remember 28th night september love changin minds pretenders chasin clouds away hearts ringin key souls singin danced night remember stars stole night away ahh ahh ahh hey say remember ai ai dancin september ai ai never cloudy day thoughts holding hands heart see blue talk love remember knew love stay december found love shared september blue talk love remember love share today ahh ahh ahh hey say remember ai ai dancin september ai ai never cloudy day ahh ahh ahh hey say remember ai ai dancin september ai ai golden dreams shiny days remember 28th night september ahh ahh ahh hey say remember ai ai dancin september ai ai never cloudy day ahh ahh ahh hey say remember ai ai dancin september ai ai golden dreams shiny days never cloudy day never cloudy,0.223,0.0,0.9884,pos
sad picture final blow hits somebody else gets wanted know another time place repeating history getting sick believe whatever anything see things change feel walls put hold us back fall revolution time come us finally win sing hallelujah sing hallelujah oh oh outnumbered raided cornered hard fight fight fair getting stronger find things never found might bigger faster never scared walk away say need something eyes says beat things change feel walls put hold us back fall revolution time come us finally win sing hallelujah sing hallelujah oh oh tonight stand get knees fight worked years battle long fight lives stand champions tonight night things changed see walls put hold us back fell revolution throw hands never gave sing hallelujah sang hallelujah,0.255,0.138,0.9732,pos
seems one see beauty face mirror looking back walk around thinking pretty true know hold baby losing water high jumping letting go one knows cry tell anyone might golden one tied together smile coming undone oh guess true love wanted giving away like extra change hoping end pocket pocket leaves like penny rain oh price pay price pay hold baby losing water high jumping letting go one knows cry tell anyone might golden one tied together smile coming undone oh oh oh hold baby losing water high jumping letting go one knows cry tell anyone might golden one tied together smile coming undone oh tied together smile coming undone oh oh oh goodbye baby smile baby baby,0.256,0.129,0.9618,pos
said seven nine looked like stars shined sky pretty lights daddies used joke two us growing falling love mamas smiled rolled eyes said oh take back house backyard tree said beat bigger never never take back world one block wide dared kiss ran tried two kids oh well sixteen suddenly little girl used see eyes still shined like pretty lights daddies used joke two us never believed really fall love mamas smiled rolled eyes said oh take back creek beds turned 2 riding truck need next take back time first fight slamming doors stead kissing goodnight stayed outside til morning light oh years gone come around sitting favorite spot town looked got one knee take back time walked aisle whole town came mamas cried said take home met many years rock babies front porch time eighty seven eighty nine still look like stars shine sky oh,0.259,0.053,0.9885,pos
acting like boy little like night diner girls american boy ready love angelina anymore perfectly good heart studio demo place world studio demo b babe baby blue barnyard song beautiful day beautiful days beautiful eyes studio demo baby better bother boys love brand new world brought way way c go castles crumbling check view closest cowboy cold demo version 1 cold demo version 2 cold piano demo come rain studio demo come rain acoustic demo crazier studio demo crazier alternate studio demo cross heart dark blue tennessee hate loving came rain drama queen ef fall back family fearless studio demo fire firefly foolish one 4 u g gail song going louder folks goodbye butterfly go slow gracie h halfway texas heaven lies honey baby houston rodeo bet think see lie heart studio demo know want looking studio demo need invisible studio demo pouring rain used fly wished plane j south knowing drive night k kid crowd l let us go live little things look like long time coming love thought yet love lose lucky made making lost love mandolin mary jo mary song oh mary song oh matches britney mr perfectly fine cure turn n nashville need never fade never mind none nothin new one day one sided goodbye one thing one way ticket last night song studio demo p perfect loved perfect loved studio demo permanent marker picture burn studio demo picture burn acoustic demo point view qr rain song r e v e n g e ride lives ride girl scream someone told someone loves sparks fly original version spinning around stay beautiful studio demo stay beautiful acoustic demo stupid boy sugar sunshine superstar studio demo superstar acoustic demo sweet tea god graces teardrops guitar studio demo teardrops guitar acoustic demo teardrops guitar alternate demo tell ten dollars six pack tennessee life diary side door studio demo outside studio demo thinkin bout thirteen blocks call love guitar really happening came demo one different thug story feat pain tied together smile studio demo tied together smile acoustic demo til brad pitt comes along timeless tim mcgraw acoustic demo tim mcgraw piano demo today beautiful u head vw wait welcome distraction happy say wear white horse studio demo always wonderful things writing songs xy belong acoustic demo call anything picture,0.287,0.073,0.9987,pos
walked door air cold something bout felt like home somehow left scarf sister house still got drawer even oh sweet disposition wide eyed gaze singing car getting lost upstate autumn leaves falling like pieces place picture days know long gone magic might okay fine oh oh oh causе arе little town street almost ran red lookin wind hair remember well photo album counter cheeks turning red used little kid glasses twin sized bed mother telling stories bout tee ball team taught bout past thinking future know long gone nothing else could forget long enough forget needed middle night dancing round kitchen refrigerator light stairs remember well yeah maybe got lost translation maybe asked much maybe thing masterpiece til tore running scared remember well call break like promise casually cruel name honest crumpled piece paper lying remember well time fly like paralyzed like old self still trying find plaid shirt days nights made mail back things walk home alone keep old scarf first week reminds innocence smells like get rid remember well yeah loved back lost one real thing ever known rare remember well wind hair remember stairs remember rare remember,0.252,0.087,0.9853,pos
upon time mistakes ago sights got alone found found found guess care guess liked fell hard took step back without without without long gone next realize blame knew trouble walked shame flew places nеver til put oh knew wеre trouble walked shame flew places never lying cold hard ground oh oh oh trouble trouble trouble oh oh oh trouble trouble trouble apologies never see cry pretends know reason drowning drowning drowning heard moved whispers street new notch belt ever see see see long gone met realize joke hey knew trouble walked oh shame flew places never til put oh knew trouble walked shame flew places never yeah lying cold hard ground oh oh oh yeah trouble trouble trouble trouble oh oh oh trouble trouble trouble saddest fear comes creeping never loved anyone anything yeah knew trouble walked shame flew places never never til put oh knew trouble walked knew right shame knew right flew places never ooh lying cold hard ground oh oh oh trouble trouble trouble oh oh oh oh trouble trouble trouble trouble knew trouble walked trouble trouble trouble knew trouble walked trouble trouble,0.072,0.482,-0.9985,neg
never gone wind let flow let take wants go til open door much never seen tryin fly could find wings came along changed everything lift feet ground spin around make crazier crazier feels like fallin lost eyes make crazier crazier crazier watched distance made life every sky kind blue wanted know would feel made real showed somethin could see opened eyes made believe lift feet ground spin around make crazier crazier feels like fallin lost eyes make crazier crazier crazier oh baby showed livin wan na hide anymore oh oh lift feet ground spin around make crazier crazier feels like fallin lost eyes make crazier crazier crazier crazier,0.09,0.216,0.1779,pos
took chance took shot might think bulletproof took swing took hard ground see sick tired attitude feeling like know tell love cut need like heartbeat know got mean streak makes run cover around temper yes remember said last night know see tell could write book ruin someone perfect day well get confused frustrated forget trying say oh sick tired reasons got one believe tell want push around need like heartbeat know got mean streak makes run cover around temper yes remember said last night know see tell make feel small feel whole inside put dreams thing mind sick tired attitude feeling like know tell want cut sick tired reasons got one believe ask love push around temper yes remember said last night know see tell tell take step back let go told bulletproof,0.223,0.263,-0.8625,neg
something bout way street looks rained glow pavement walk car know wan na ask dance right middle parking lot yeah oh yeah driving road wonder know trying hard get caught cool run hands hair absent mindedly making want know gets better take hand drag head first fearless know dance storm best dress fеarless baby drive slow til run road onе horse town wan na stay right passenger seat put eyes moment capture remember know gets better take hand drag head first fearless know dance storm best dress fearless oh oh well stood doorway hands shake usually way pull little brave first kiss flawless really something fearless oh yeah know gets better take hand drag head first fearless know dance storm best dress fearless know gets better take hand drag head first fearless know dance storm best dress fearless oh oh oh oh,0.421,0.053,0.9972,pos
like way sound morning phone without warning realize laugh best sound ever heard like way keep focus watch talk notice hear words think together every time smile smile every time shine shine whoa oh feeling baby afraid jump fall jump fall baby never gon na leave say wan na stay jump fall well like way hair falls face got keys love freckle face oh never wrapped honey like way everything ever wanted time think say come closer take deep breath jump fall every time smile smile every time shine shine whoa oh feeling baby afraid jump fall jump fall baby never gon na leave say wan na stay jump fall bottom gon na drop feet catch catch people say things bring knees catch time gon na come mad could cry hold night smile whoa oh need baby afraid please jump fall jump fall baby never gon na leave say wan na stay jump fall jump fall baby jump fall every time smile smile every time shine shine every time baby show show jump fall jump fall jump fall,0.229,0.053,0.9825,pos
tall dark superman puts papers briefcase drives away save world go work thing got mother eyes father ambition wonder knows much miss hang every word say yay smile say say fine always forget tell love love forever watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back tall dark beautiful complicated irrational hope someday take away save day yeah something deep brown eyes sayin bad like reputation hear one single word say leave got places okay always forget tell love loved first day watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back watch fly around world hope save girl forget forget far away never let go love struck looking window forget forget right wishing flowers wishing card wishing call loved first day watch superman fly away got busy day today go save world around forever ever watch superman fly away swear someday right ground come back la la la la la la la la la la la la come back,0.297,0.094,0.9949,pos
friday night beneath stars field behind yard painting pictures sky sometimes say thing listen crickets sing everything need right side know everything wan na live without wan na fly still ground like matter well drive crazy half time half tryin let know feel true small town boy girl livin crazy world tryna figure true try hide tears secrets deepest fears nobody gets like know everything say live without wan na fly still ground like matter well drive crazy half time half tryin let know feel true anybody else hard tell wan na fly still ground like matter well drive crazy half time half tryin let know feel true wan na well uh huh huh,0.233,0.123,0.91,pos
cory eyes like jungle smiles like radio whispers songs window words nobody knows pretty girls every corner watch walking home saying know ever know beautiful every little piece love know really gon na someone ask anyone find everything looked hope life leads back door oh stay beautiful cory finds another way highlight day taking pictures mind save rainy day hard make conversation taking breath away say hey way beautiful every little piece love know really gon na someone ask anyone find everything looked hope life leads back door oh stay beautiful story never gets told daydream never get hold least know beautiful every little piece love know really gon na someone ask anyone find everything looked hope life leads back front door oh stay beautiful beautiful beautiful beautiful beautiful beautiful la la la oh oh oh oh oh oh oh oh stay beautiful stay beautiful na na na na,0.414,0.013,0.9981,pos
walkin fast traffic lights busy streets busy lives know touch go alone changing minds fall love til hurts bleeds fades time never never saw comin never never come around armor falls pierce room like cannonball know let go alone room slates clean twin fire signs four blue eyes never saint loved shades wrong learn live pain mosaic broken hearts love brave wild never oh oh oh oh oh oh oh never saw comin oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh never oh oh oh oh oh oh oh never oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh state grace worthwhile fight love ruthless game unless play good right hands fate achilles heel golden age something good right real never never saw comin never oh never oh oh oh oh oh oh oh never saw comin oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh never never saint oh oh oh oh oh oh oh never loved shades wrong learn live pain mosaic broken hearts oh oh oh oh oh oh oh oh oh oh oh oh oh oh love brave wild oh oh oh oh oh oh oh state grace worthwhile fight love ruthless game unless play good,0.188,0.132,0.9578,pos
know would find went looking reason know read lines baby got nowhere go tried take road less traveled nothing seems work first times right ever try better nobody ever lets still see best view outside looking lot lonely places never outside saw never knew would give part part late see could helped wanted one notices late anything ever try better nobody ever lets still see best view outside looking lot lonely places never outside oh yeah ever try better nobody ever lets still see best view outside looking lot lonely places never outside oh oh oh oh oh oh oh oh,0.175,0.077,0.9314,pos
wrong help feel like nothing right babe misty morning comes help wish could see face knew first note played breaking rules see smile beautiful smile girls front row scream name dim spotlight tell things like take eyes one special another wide eyed girl desperately love give photograph hang wall superstar good morning loneliness comes around dreaming world wakes today another town knew saw face counting ways see smile beautiful smile girls front row scream name dim spotlight tell things like take eyes one special another wide eyed girl desperately love give photograph hang wall superstar played bars play guitar invisible everyone knows never see sing sleep every night radio dim spotlight tell things like take eyes one special another wide eyed girl desperately love give photograph hang wall superstar sweet sweet superstar,0.379,0.1,0.9941,pos
phone girlfriend upset going something said get humor like room typical tuesday night listening kind music like never know story like wears short skirts wear shirts cheer captain bleachers dreaming bout day wake find looking whole time could see onе understands along see bеlong belong walking streets worn jeans help thinking ought laughing park bench thinking hey easy got smile could light whole town seen since brought say fine know better hey whatcha girl like wears high heels wear sneakers cheer captain bleachers dreaming day wake find looking whole time could see one understands along see belong standing waiting back door time could know baby belong belong oh remember driving house middle night one makes laugh know bout cry know favorite songs tell bout dreams think know belong think know see one understands along see belong standing waiting back door time could know baby belong belong belong ever thought maybe belong belong,0.253,0.042,0.9887,pos
could go back every laugh wan na go anymore know steps door wan na go anymore talk wind talk sky talk man reasons let know find leave window open tired night call name know right hoping come rain could stand sing song wan na go far got know heart even know start talk talk tears talk man put wait sky clear leave window open tired night call name know right hoping come rain watched long screamed name know else say leave window open tired night games know right hoping come rain could go back every laugh wan na go,0.152,0.138,0.6908,pos
burst door baby right smile would felt like million little shining stars align would happy christmas lights glisten got eye door waiting walk time ticking people ask comb back memory said said like slow motion standing party dress red lipstick one impress laughing looking around room therе one thing missing moment knеw hours pass wan na alone close friends always seem know something really wrong follow hall bathroom try fall apart sinking feeling starts say hopelessly said would like slow motion standing party dress red lipstick one impress laughing asking one thing missing moment knew say tears streaming face front everyone know one means one show would happy like slow motion standing party dress red lipstick one impress standing around singing happy birthday one thing missing moment knew oh oh oh oh oh oh oh knew oh oh oh oh oh oh oh called later said sorry make said sorry moment,0.263,0.101,0.9858,pos
remember bare feet hallway remember little laugh race cars kitchen floor plastic dinosaurs love moon back remember blue eyes looking mine like secret club remember dancing bedtime jumping waking still feel hold hand little man even moment knew fought hard like army guy remember leaned whispered come baby going fly away best four years remember drive home blind hope turned crying screaming flowers pile worst way one knows say beautiful boy died halloween could anything wanted still remember last day kissed face whispered ear come baby going fly away curtained room hospital gray disappear come baby going fly away best four years standing closet trying talk kept hand downs grow really thought miracle would see us miracle even getting one moment come baby going fly away come baby going fly away best four years remember bare feet hallway love moon,0.277,0.113,0.9878,pos
see way eyes light smile never notice stop stare whenever walks see wanting way want everything wan na show even know never gon na love like want see right knew could beautiful miracle unbelievable instead invisible oh yeah oh fire inside help shine never gon na see light matter think make think everything could wan na show even know never gon na love like want see right knew could beautiful miracle unbelievable instead invisible like shadows faded light oh invisible wan na open eyes make realize wan na show even know baby let love let want see right knew could beautiful miracle unbelievable instead invisible oh yeah see way eyes light,0.356,0.083,0.9864,pos
sensible incredible single friends jealous says everything need hear like could ask anything better opens door get car says look beautiful tonight feel perfectly fine miss screaming fighting kissing rain 2am cursing name love act insane way loved breaking coming undone rollercoaster kind rush never knew could feel much way loved respects space never makes wait calls exactly says close mother talks business father charming endearing comfortable miss screaming fighting kissing rain 2am cursing name love acted insane way loved breaking coming undone rollercoaster kind rush never knew could feel much way loved see smile faking heart breaking feeling anything wild crazy frustrating intoxicating complicated got away mistake miss screaming fighting kissing rain 2am cursing name love acted insane way loved breaking coming undone rollercoaster kind rush never knew could feel much way loved oh oh whoa whoa oh oh oh way loved oh oh oh oh oh oh oh whoa never knew could feel much way loved,0.385,0.166,0.9962,pos
know want ask cause still trying figure know road walking trying see rain coming even though one feels way alone know strong wrong oh life goes oh girl trying find place world got radio old blue jeans wearing heart sleeve feeling lucky today got sunshine could tell need tomorrow mystery oh yeah ok alone know strong wrong oh life goes oh girl trying find place world maybe girl mission ready fly alone know strong wrong oh life goes oh alone know oh girl trying find place world oh girl oh girl oh oh oh,0.214,0.144,0.8074,pos
put lips close mine long touch focus eye eye til gravity much anything say say hands smart walk away quicksand slope treacherous path reckless slope treacherous like decide choice getting swept away hear sound voice asking stay skin bone trained get along forever going flow friction slope treacherous path reckless slope treacherous like two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive follow follow home follow follow home hope treacherous daydream dangerous hope treacherous two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive follow follow home follow follow home follow follow home follow follow home slope treacherous like,0.116,0.15,-0.3907,neg
said let us get town drive city away crowds thought heaven help nothing lasts forever gon na take tall handsome hell bad well see end begins one condition say remember standin nice dress starin sunset babe red lips rosy cheeks say see even wildest dreams ah ha wildest dreams ah ha said one know wе hands hair clothes room voicе familiar sound nothin lasts forever gettin good tall handsome hell bad well last kiss last request say remember standin nice dress starin sunset babe red lips rosy cheeks say see even wildest dreams ah ha ha ha wildest dreams ah ha see hindsight tangled night burnin someday leave bet memories follow around see hindsight tangled night burnin burnin someday leave bet memories follow follow around around follow around say remember standing nice dress starin sunset babe red lips rosy cheeks say see even pretend say remember standin nice dress starin sunset babe red lips rosy cheeks say see even pretend pretend wildest dreams ah ha ah ah wildest dreams ah ha even wildest dreams ah ha wildest dreams ah,0.319,0.095,0.9935,pos
look got girl home everybody knows everybody knows ah ah look got girl home everybody knows even know feel responsibility upstanding right kinda like code yeah getting closer closer crossing many lines would fine proposition stupid girl honey one exception previously learned look got girl home everybody knows everybody knows ah ah look got girl home everybody knows еverybody knows see turn phone got mе alone say look got girl home everybody knows everybody knows wan na make sure understand perfectly kind man makes sad waits chase newest thing take granted would fine proposition stupid girl yeah might go like look got girl home everybody knows everybody knows ah ah look got girl home everybody knows everybody knows see turn phone got alone say look got girl home everybody knows everybody knows oh oh oh oh call cab lose number lose girl call cab lose number let us consider lesson learned look got girl home everybody knows everybody knows ah ah look got girl home everybody knows everybody knows wan na see pick phone tell coming home look got girl home everybody knows everybody knows would fine proposition like,0.139,0.1,0.5257,pos
said simple way 4 second day strange know stumbled long goodbye one last kiss catch flight right fall told get attached mind play back spinning faster plane took feeling sinks wan na miss like come back come back guess new york today wan na need way come back come back delicate beginning rush feeling know much without knowing anything put known know never would played nonchalant taxi cabs busy streets never bring back help wish took feeling sinks wan na miss like come back come back guess london today wan na need way come back come back oh oh oh oh oh oh oh oh oh oh oh oh falling love cruelest way falling worlds away new york london break fair around feeling sinks wan na miss like come back come back guess new york today wan na need way come back come back oh oh oh oh wan na miss like oh oh oh oh come back come back,0.17,0.104,0.9063,pos
reminiscing day coffee alone lord took away back first glance feeling new york time back fit poems like perfect rhyme took faster green light go yeah skip conversation already know left note door joke made first day darling good never looking right stood holy ground spinning like girl brand new dress big wide city wе block noise sound need thе first time something lose guess fell apart usual way story got dust every page sometimes wonder think see face every crowd darling good never looking right stood holy ground tonight gon na dance want dance dancing tonight gon na dance like room want dance dancing good never looking right stood holy ground tonight gon na dance want dance dancing tonight gon na dance like room want dance dancing,0.276,0.048,0.9834,pos
took deep breath mirror like wore high heels turn lock put headphones always said get song walked expecting late got early stand wave walk pull chair help know nice throw head back laughing like little kid think strange think funny never spending last eight months thinking love ever break burn end wеdnesday café watched begin said nеver met one girl many james taylor records tell stories know coming little shy throw head back laughing like little kid think strange think funny never spending last eight months thinking love ever break burn end wednesday café watched begin walked block car almost brought start talk movies family watches every single christmas want talk first time past past throw head back laughing like little kid think strange think funny never spending last eight months thinking love ever break burn end wednesday café watched begin wednesday café watched begin,0.264,0.051,0.9902,pos
way move like full rainstorm house cards say name first time baby fall love empty bar stood front close enough touch close enough hope could see thinking drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile reach open handed lead floor need paper lanterns take baby bring movie score heart beating fast beautiful could wait patiently really wish would drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile run fingers hair watch lights go wild keep beautiful eyes gon na strike match tonight lead staircase whisper soft slow love hate make like firework show drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile sparks fly oh baby smile sparks,0.237,0.15,0.9628,pos
macavity mystery cat called hiddenpaw master criminal defy law bafflement scotland yard flying squad despair reach scene crime macavity macavity macavity one like macavity broken every human law breaks law gravity powers levitation would make fakir stare reach scene crime macavity macavity ginger cat tall thin would know saw eyes sunken brow deeply lined thought head highly domed coat dusty neglect whiskers uncombed sways head side side movements like snake think half asleep always wide awake macavity macavity one like macavity fiend feline shape monster depravity may meet street may see square crime discovered macavity outwardly respectable know cheats cards footprints found files scotland yard larder looted jewel case rifled milk missing another peke stifled greenhouse glass broken trellis past repair wonder thing macavity macavity macavity one like macavity never cat deceitfulness suavity always alibi one two spare ever time deed took place macavity say cats whose wicked deeds widely known might mention mungojerrie rumpleteazer griddlebone nothing agents cat time controls operations napoleon crime macavity macavity one like macavity fiend feline shape monster depravity may meet street may see square crime discovered macavity macavity macavity macavity crime discovered macavity,0.087,0.201,-0.9828,neg
mmm mm mm mm mmm mm mm mm mmm mm mm mm yeah hey stephen know looks deceiving know saw light walked talking say half things wanted girls tossing rocks window one waiting even cold hey stephen boy might believing always alone help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help hey stephen holding back feeling got things say seen thought never seen nobody shine way way walk way talk way say name beautiful wonderful ever change hey stephen people always leaving think stay help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help dimming street lights perfect tonight waiting alone come come pull near shine shine shine hey stephen could give fifty reasons one choose girls well beautiful would write song ha ha ha help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help look like angel help wan na kiss rain come feel magic feeling since met help one else mmm help ah uh mmm mm help help oh oh oh mmm mm mm mm mmm mm mm mm mmm mm mm,0.374,0.024,0.9978,pos
find door like times sure got roads lead imagine home room alone open eyes mine everything feels better right eyes breaking past reasons last time asking put name top list last time asking break heart blink eye eye eye find door like times wear best apology watch leave times let go disappear come back everything better right eyes aching past nowhere hide last time asking put name top list last time asking break heart blink eye eye eye last time tell got wrong last time say along last time let door last time hurt anymore oh ho oh ho oh ho oh ho oh ho oh ho oh ho oh ho last time asking put name top list last time asking break heart blink eye last time asking last time asking put name top list put name top list last time asking last time asking break heart blink eye break heart last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking,0.137,0.07,0.8812,pos
bet time night still bet tired long hard week bet sittin chair window looking city bet sometimes wonder bout wan na tell takes everything call wish could run hope know every time almost almost bet think either moved hate time reach reply bet never ever occurred say hello risk another goodbye wan na tell takes everything call wish could run hope know every time almost almost oh made quite mess babe probably better way confess baby dreams touching face asking wan na try almost wan na tell takes everything call wish could run hope know every time almost almost bet time night still bet tired long hard week bet sittin chair window looking city hope sometimes wonder bout,0.183,0.119,0.8484,pos
